id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1582002704125423616,1582002704125423616,1666013811000.0,2022-10-17 14:36:51,+0100,,"New: Online AI Word Processor - Write blogs, essays and more - now web based!  https://t.co/pVSZnMoSFO #ai #aitools #aigenerated #aicontent #aicopywriter #ArtificialIntelligence",en,"['ai', 'aitools', 'aigenerated', 'aicontent', 'aicopywriter', 'artificialintelligence']",[],1453291222869610497,1453291222869610497,it_adjust,ADJUST-IT,1,14,https://twitter.com/it_adjust/status/1582002704125423616,['https://seo.app/null'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002702833176576,1582002702833176576,1666013811000.0,2022-10-17 14:36:51,+0100,,"#AI is already shaping our presence and making an impact on our future, so 'it is essential that we maintain public trust' declares @Nus_Ghani MP, Minister for Science and Investment.   Join the conversation by creating an account on  https://t.co/XTUdrZadiH.  #AIStandardsHub  https://t.co/vkCMMibp1F",en,"['ai', 'aistandardshub']",[],1481592620933693447,1481592620933693447,AIStandardsHub,AI Standards Hub,1,14,https://twitter.com/AIStandardsHub/status/1582002702833176576,['http://aistandardshub.org'],['https://pbs.twimg.com/media/FfRjbpLXkAEXjGB.jpg'],1,https://pbs.twimg.com/media/FfRjbpLXkAEXjGB.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002682365038592,1582002682365038592,1666013806000.0,2022-10-17 14:36:46,+0100,,"""Vanguard of Fencing"" is an absolutely perfect comic! It's living rent free in my head!   #AI #illusrtationartist #webtoons   https://t.co/aP6cQOPjK1  https://t.co/GriMZrnVha",en,"['ai', 'illusrtationartist', 'webtoons']",[],1489128872540921856,1489128872540921856,CalatravaCyrill,Shin Dara,1,14,https://twitter.com/CalatravaCyrill/status/1582002682365038592,"['https://m.bilibilicomics.com/share/reader/mc1581?utm_source=app_share_twitter&utm_medium=skiptimemission&systemLang=en&yh=MTc3MzI4MjAwMg==&share_template=1_1&hashtag=AI,illusrtationartist,webtoons&time=2022-10-17_21:36:38']",['https://pbs.twimg.com/media/FfRnDlaUUAE6az0.jpg'],1,https://pbs.twimg.com/media/FfRnDlaUUAE6az0.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002671804100611,1582002671804100611,1666013803000.0,2022-10-17 14:36:43,+0100,,Snapped a photo of Liam McIntyre at the park #paparazzi #ai #aipaparazzi @ai_paparazzi #TMZ #CelebNews #CelebWatch #exclusive #PerezHilton #gossip  https://t.co/5COm5L6Utq,en,"['paparazzi', 'ai', 'aipaparazzi', 'tmz', 'celebnews', 'celebwatch', 'exclusive', 'perezhilton', 'gossip']",[],1571906020493955073,1571906020493955073,ai_paparazzi,AIPaparazzi,1,14,https://twitter.com/ai_paparazzi/status/1582002671804100611,[],['https://pbs.twimg.com/media/FfRnC-haUAAior5.png'],1,https://pbs.twimg.com/media/FfRnC-haUAAior5.png,False,0,0,0,,#AI,,,,,,,[],,,,
1582002664912879622,1582002664912879622,1666013802000.0,2022-10-17 14:36:42,+0100,,I wanna try out this comic book style   #AI #freemanhua #digitalpainting   https://t.co/3YqXw9juLY  https://t.co/0yIJk2LL23,en,"['ai', 'freemanhua', 'digitalpainting']",[],1561048712541278208,1561048712541278208,OfficalTamang,offical shristy tamang,1,14,https://twitter.com/OfficalTamang/status/1582002664912879622,"['https://m.bilibilicomics.com/share/reader/mc459?utm_source=app_share_twitter&utm_medium=skiptimemission&systemLang=en&yh=MTM1NjYyMjAwMg==&share_template=1_4&hashtag=AI,freemanhua,digitalpainting&time=2022-10-17_15:58:46']",['https://pbs.twimg.com/media/FfRnCI5aAAEF4-H.jpg'],1,https://pbs.twimg.com/media/FfRnCI5aAAEF4-H.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002663549726720,1582002663549726720,1666013801000.0,2022-10-17 14:36:41,+0100,,Satan Claws #aiartcommunity #AIArtwork #AiArtSociety #DreamDiffusion #aiart #art #ai #digitalart #generativeart #Wombo #wombo  https://t.co/M0ZgypAk20,en,"['aiartcommunity', 'aiartwork', 'aiartsociety', 'dreamdiffusion', 'aiart', 'art', 'ai', 'digitalart', 'generativeart', 'wombo', 'wombo']",[],1580085383865548800,1580085383865548800,AiStandby,AIStandby,1,14,https://twitter.com/AiStandby/status/1582002663549726720,[],['https://pbs.twimg.com/media/FfRm779WIAE1EU6.jpg'],1,https://pbs.twimg.com/media/FfRm779WIAE1EU6.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002560415633409,1582002560415633409,1666013777000.0,2022-10-17 14:36:17,+0100,,Xbox Game Pass’ mysterious Ben &amp; Jerry’s listing was actually a game in disguise: #ai #ml #dl #iot mt: @worldtrendsinfo  https://t.co/S73MFW3uwP  https://t.co/xXZkKaXwsb,en,"['ai', 'ml', 'dl', 'iot']",[],2506029166,2506029166,Jea_Janine,#Tech Lover,1,14,https://twitter.com/Jea_Janine/status/1582002560415633409,['https://www.techradar.com/news/xbox-game-pass-mysterious-ben-and-jerrys-listing-was-actually-a-game-in-disguise/'],['https://pbs.twimg.com/media/FfRm4gvXoAInRXD.jpg'],1,https://pbs.twimg.com/media/FfRm4gvXoAInRXD.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002553373724672,1582002553373724672,1666013775000.0,2022-10-17 14:36:15,+0100,,"If you want your website rank #1 on googl̗e, take a look at this service 👍  👉 https://t.co/q4KloYGzCs  #mariomovie #fact #ai #trading #brexit #detroitroots #urbanagenda #voiceofblackboston  https://t.co/MyxSUhZkUH",en,"['mariomovie', 'fact', 'ai', 'trading', 'brexit', 'detroitroots', 'urbanagenda', 'voiceofblackboston']",[],731213551197687808,731213551197687808,BaoziSherry,✨Grow Instagram Organically 🚀,1,14,https://twitter.com/BaoziSherry/status/1582002553373724672,['https://sites.google.com/view/research-seo-keywords?coupon=1666013775'],['https://pbs.twimg.com/media/FfRm7F2VUAQvEs0.png'],1,https://pbs.twimg.com/media/FfRm7F2VUAQvEs0.png,False,0,0,0,,#AI,,,,,,,[],,,,
1582002550026690560,1582002550026690560,1666013774000.0,2022-10-17 14:36:14,+0100,,#MyTradingPet #USDCHF - BUY at 0.99747:  -Boundary of Symmetrical Triangle at 0.99750 (H1) -Bullish STOCH divergence detected (H1)  Visit  https://t.co/t0azzSpeGX for more!  *trading involves risk #forexsignals #forex #trading #Daytrading #AI  https://t.co/Fu1CnbHUAy,en,"['mytradingpet', 'usdchf', 'forexsignals', 'forex', 'trading', 'daytrading', 'ai']",[],1178510677763182592,1178510677763182592,pet_trading,MyTradingPet,1,14,https://twitter.com/pet_trading/status/1582002550026690560,['https://mytradingpet.com'],['https://pbs.twimg.com/media/FfRm74qaYAAFBe7.jpg'],1,https://pbs.twimg.com/media/FfRm74qaYAAFBe7.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002517550190592,1582002517550190592,1666013767000.0,2022-10-17 14:36:07,+0100,,NEW MODEL for WORKING FROM HOME 2022 by #ONPASSIVE IT IS HAPPENING❗️  👷♂👷♀We do all the work!  💰You get income!  https://t.co/iT2vzH2OyL #ONPASSIVE #OFounders #earn #GoFounders #Business  #AI #ArtificialIntelligence #Technology  #Innovation #inittowinit #A...  https://t.co/vjdUmofcUc,en,"['onpassive', 'onpassive', 'ofounders', 'earn', 'gofounders', 'business', 'ai', 'artificialintelligence', 'technology', 'innovation', 'inittowinit', 'a']",[],930514094096044033,930514094096044033,zeditip,Zedi (Zoran D.),1,14,https://twitter.com/zeditip/status/1582002517550190592,['https://youtu.be/KA6jqvLiSZM'],['https://pbs.twimg.com/media/FfRm5_CWIAA4zpU.jpg'],1,https://pbs.twimg.com/media/FfRm5_CWIAA4zpU.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
1582002488948858880,1582002488948858880,1666013760000.0,2022-10-17 14:36:00,+0100,,Artificial intelligence model predictions from historical data on how AI research would develop over five years matched reality with more than 99 per cent accuracy – soon they will be asked what comes next.  https://t.co/RrktqBn7n8 via @newscientist @stokel #AI #ML,en,"['ai', 'ml']",[],823620412101816321,823620412101816321,SingularityUMIA,SingularityUMiami,1,14,https://twitter.com/SingularityUMIA/status/1582002488948858880,['https://www.newscientist.com/article/2342632-artificial-intelligence-is-being-asked-to-predict-the-future-of-ai/'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002465813065736,1582002465813065736,1666013754000.0,2022-10-17 14:35:54,+0100,,ベトナムでのエデュテック事業で韓国 2社が提携、学習分析サービスを展開へ &gt;&gt;&gt;  https://t.co/mr06uFKsrX  #AI #人工知能 #機械学習 #深層学習 #ディープラーニング,ja,"['ai', '人工知能', '機械学習', '深層学習', 'ディープラーニング']",[],851035286125420544,851035286125420544,AI_news_nd,AI 人工知能・機械学習 最新ニュース,1,14,https://twitter.com/AI_news_nd/status/1582002465813065736,['https://www.viet-jo.com/news/economy/221014042745.html'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002388747288577,1582002388747288577,1666013736000.0,2022-10-17 14:35:36,+0100,,Artificial intelligence model predictions from historical data on how AI research would develop over five years matched reality with more than 99 per cent accuracy – soon they will be asked what comes next.  https://t.co/WTjSFzsmSj via @newscientist @stokel #AI #ML,en,"['ai', 'ml']",[],1517833200,1517833200,NapoleonMedia,Napoleon Media,1,14,https://twitter.com/NapoleonMedia/status/1582002388747288577,['https://www.newscientist.com/article/2342632-artificial-intelligence-is-being-asked-to-predict-the-future-of-ai/'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002387664850944,1582002387664850944,1666013736000.0,2022-10-17 14:35:36,+0100,,"Libonomy - Interoperable, scalable and truly decentralized blockchain  https://t.co/tu5hoS2jFv via @YouTube   #ai #Aphelion #interoperale #blockchain #Libonomy #bitcoin",en,"['ai', 'aphelion', 'interoperale', 'blockchain', 'libonomy', 'bitcoin']",[],1575935896943087623,1575935896943087623,JTSmith03935933,JT Smith,1,14,https://twitter.com/JTSmith03935933/status/1582002387664850944,['https://youtu.be/5JzFCsq_Mfk'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002380069027840,1582002380069027840,1666013734000.0,2022-10-17 14:35:34,+0100,,NEMO: A Novel Multi-Objective Optimization Method for AI Challenges #challenges #ai #optimization #method  https://t.co/xyZLDZLPHt,en,"['challenges', 'ai', 'optimization', 'method']",[],1528856711725031425,1528856711725031425,corpus_news,CORPUS,1,14,https://twitter.com/corpus_news/status/1582002380069027840,['https://community.intel.com/t5/Blogs/Tech-Innovation/Artificial-Intelligence-AI/NEMO-A-Novel-Multi-Objective-Optimization-Method-for-AI/post/1396996'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002315652833282,1582002315652833282,1666013718000.0,2022-10-17 14:35:18,+0100,,"""The Technomancer""  My Submission for the #tezosnft #TezWizards AI Art competition.    111 editions are available for 1 xtz on @objktcom 🧙‍♂️💻  #Tezos #nft #ai  https://t.co/ypNcCEJiub",en,"['tezosnft', 'tezwizards', 'tezos', 'nft', 'ai']",[],1447633968799617029,1447633968799617029,MisterMoonOG,Mr. Moon🌙,1,14,https://twitter.com/MisterMoonOG/status/1582002315652833282,['https://objkt.com/asset/KT1UForAyTYAoAybYoM9MHRzWMfEPHGs8n13/0'],[],0,,False,1,0,0,,#AI,,,,,,,[],,,,
1582002280576200704,1582002280576200704,1666013710000.0,2022-10-17 14:35:10,+0100,,6 Benefits of E-Prescribing EMR Software  https://t.co/BFx0n8xtTy #EMRSystems #SimplifyingSelection #healthcare #healthcareIT #digitalhealth #healthIT #doctors #digitalhealth #telehealth #PublicHealth #AI #medicalbilling #eprescrption #software,en,"['emrsystems', 'simplifyingselection', 'healthcare', 'healthcareit', 'digitalhealth', 'healthit', 'doctors', 'digitalhealth', 'telehealth', 'publichealth', 'ai', 'medicalbilling', 'eprescrption', 'software']",[],1075811784156688384,1075811784156688384,kelly_archives,Kelly Anderson,1,14,https://twitter.com/kelly_archives/status/1582002280576200704,['https://www.emrsystems.net/blog/6-benefits-of-e-prescribing-emr-software/'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002279615328258,1582002279615328258,1666013710000.0,2022-10-17 14:35:10,+0100,,"#Chata’s #AI focuses on conversational #data experiences, empowering non-technical business users with easy-to-use, #SelfServiceAnalytics. Now accessible in #MicrosoftTeams and #Microsoft #Excel, you can find AutoQL on Microsoft AppSource.  https://t.co/tReUMihan5",en,"['chata', 'ai', 'data', 'selfserviceanalytics', 'microsoftteams', 'microsoft', 'excel']",[],761530314615238656,761530314615238656,thechataHQ,Chata,1,14,https://twitter.com/thechataHQ/status/1582002279615328258,['https://chata.ai/blog/autoql-on-microsoft-appsource/'],[],0,,False,0,0,0,,#AI,,,,,,,[],,,,
1582002275689431040,1582002275689431040,1666013709000.0,2022-10-17 14:35:09,+0100,,For sale now at 0.01 $eth  Fantasy characters.... 🧐   https://t.co/DBfKbaHXVl  #nftcommunity  #artnft #NFTs  #NFTdrop #NFTcollectibles #nft #cryptoart #crypto #OpenSeaNFT #AI #AIart #ArtificialIntelligence #gan #nftart #nftartist #nftcollector #opensea  https://t.co/Iig8KNMsOv,en,"['nftcommunity', 'artnft', 'nfts', 'nftdrop', 'nftcollectibles', 'nft', 'cryptoart', 'crypto', 'openseanft', 'ai', 'aiart', 'artificialintelligence', 'gan', 'nftart', 'nftartist', 'nftcollector', 'opensea']",['eth'],1395444012279111686,1395444012279111686,PaintPunkzNFT,PaintPunkz ☮︎ (Offers Welcome),1,14,https://twitter.com/PaintPunkzNFT/status/1582002275689431040,['https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/104721536932586230163116874359149720332478293723362573612635102042862705967105'],['https://pbs.twimg.com/media/FfRmr45WQAUFJCN.jpg'],1,https://pbs.twimg.com/media/FfRmr45WQAUFJCN.jpg,False,4,2,0,,#AI,,,,,,,[],,,,
1582002268744081411,1582002268744081411,1666013707000.0,2022-10-17 14:35:07,+0100,,"Covered $ROG (-1%). 25% long by 17% short. 11% short Consumer Discretionary, 7% long Telecommunications, 3% short Real Estate.  https://t.co/ZCJqOWywNt #AI #AutonomousTrading  https://t.co/rFF2kHuQP7",en,"['ai', 'autonomoustrading']",['rog'],3391928712,3391928712,TechTraderAI,Tech Trader,1,14,https://twitter.com/TechTraderAI/status/1582002268744081411,['https://www.techtrader.ai/wall/?date=1666013571&post=13121&utm_medium=twitter&utm_campaign=techtraderai'],['https://pbs.twimg.com/media/FfRmrfbaAAAaalw.jpg'],1,https://pbs.twimg.com/media/FfRmrfbaAAAaalw.jpg,False,0,0,0,,#AI,,,,,,,[],,,,
